"","acceptedNameUsage","accessRights","adm1","adm2","associatedTaxa","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationAccordingTo","locationID","lon","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismQuantity","organismQuantityType","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate"
"15",NA,NA,"Minas Gerais",NA,NA,"PRESERVED_SPECIMEN",NA,"RB01223294","Pinopsida",194,"Rd SE from MG 158 in front of Passa Quatro (near outlet stores) 10-12 km from main rd, Minas Gerais, Brazil","RB",NA,NA,NA,"Brazil",163,NA,"4300f8d5-1ae5-49e5-a101-63894b005868","RB - Rio de Janeiro Botanical Garden Herbarium Collection",NA,24,NA,NA,NA,NA,NA,1273,NA,NA,NA,"2016-10-24T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1435461437","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1223294",NA,NA,NA,"JBRJ",NA,NA,NA,"BR",1435461437,"Plantae",6,NA,"2017-11-09T17:38:51.710+0000","2017-11-09T17:39:40.420+0000","2017-11-09T17:38:51.758+0000",-22.420556,"http://creativecommons.org/licenses/by/4.0/legalcode","Rd SE from MG 158 in front of Passa Quatro (near outlet stores) 10-12 km from main rd",NA,NA,-44.938889,"2017-10-15T14:36:29.000+0000",10,"Passa Quatro",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1223294",NA,NA,"Pinales",640,NA,NA,NA,"675284",NA,NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","838537fc-4aeb-4980-8b58-97fbdcd1d91a","M.M. Vasconcellos","13",NA,NA,NA,"Rio de Janeiro Botanical Garden",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,2016,2017-11-13
"16",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"45856","Pinopsida",194,"Morro da Igreja - Parque Nacional São Joaquim., Santa Catarina, Brazil","FURB",NA,NA,NA,"Brazil",73,NA,"b9a43c60-d2b6-445c-9362-2db65465c963","FURB - Herbário Dr. Roberto Miguel Klein","2015-01-03T00:00:00.000+0000",3,NA,NA,NA,NA,NA,154,0,NA,NA,"2015-01-03T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1077424902","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oliveira, AA de","BRA:FURB:FURB:0000045856",NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,NA,NA,"BR",1077424902,"Plantae",6,"pt","2017-10-30T14:09:45.049+0000","2017-10-30T14:10:29.022+0000","2017-10-30T14:09:45.167+0000",-28.082778,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Morro da Igreja - Parque Nacional São Joaquim.",NA,NA,-49.498333,NA,1,"Urubici",NA,NA,NA,NA,"BRA:FURB:FURB:0000045856","Fito IFFSC 166 /N/1",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Regional de Blumenau, FURB",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","34e6e625-47cf-4d42-8054-af0c2f1b6e64","Oliveira, A.A. de","964",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","FURB - Herbário Dr. Roberto Miguel Klein",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"17",NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"-140863794","Pinopsida",194,"Eco Pousada Rio dos Touros und Umgebung, Brazil","naturgucker",NA,NA,250,"Brazil",48,NA,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-24T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1337977793","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"naturgucker",NA,NA,NA,"BR",1337977793,"Plantae",6,NA,"2017-11-01T14:02:43.349+0000","2017-11-01T14:02:44.771+0000","2017-11-01T14:02:43.366+0000",-27.951378,"http://creativecommons.org/licenses/by/4.0/legalcode","Eco Pousada Rio dos Touros und Umgebung",NA,NA,-49.934105,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"BIOCASE","DE","bb646dff-a905-4403-a49b-6d378c2cf0d9","794562383",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"18",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"7719","Pinopsida",194,"Pedras Brancas., Santa Catarina, Brazil","LUSC",NA,NA,NA,"Brazil",80,NA,"65d98c1d-a081-4b40-bc4b-81eae69a48e6","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-21T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1135826375","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva, A.C.","BRA:UDESC:LUSC:0000007719",NA,NA,NA,"UDESC",NA,NA,NA,"BR",1135826375,"Plantae",6,"pt","2017-10-30T14:30:22.762+0000","2017-02-16T17:59:39.910+0000","2016-07-06T13:37:41.111+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Pedras Brancas.",NA,NA,NA,NA,2,"Lages",NA,NA,NA,NA,"BRA:UDESC:LUSC:0000007719",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade do Estado de Santa Catarina (UDESC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d6541129-2940-44c0-baa1-ed6be2066df0","Larsen, J.G.",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"19",NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"4445280","Pinopsida",194,"Brazil","Observations",NA,NA,15,"Brazil",87,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2016-10-27T14:42:20.000+0000",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-05T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1571064082","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/4445280","8746743",NA,"4445280",NA,NA,NA,"iNaturalist",NA,NA,NA,"BR",1571064082,"Plantae",6,NA,"2017-11-06T20:32:22.273+0000","2017-10-08T15:19:25.717+0000","2017-10-08T15:19:25.701+0000",-25.408486,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,-50.593101,"2017-09-22T03:59:46.000+0000",5,NA,NA,NA,NA,NA,"http://www.inaturalist.org/observations/4445280",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Piter Kehoma Boll",NA,"https://www.inaturalist.org/observations/4445280",NA,"© Piter Kehoma Boll some rights reserved","Piter Kehoma Boll",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,"83168",2684940,NA,"SPECIES",NA,NA,NA,NA,NA,"2015/05/05","Fernandes Pinheiro - PR, Brasil",NA,NA,NA,2015,2017-11-13
"20",NA,NA,"Minas Gerais",NA,NA,"PRESERVED_SPECIMEN",NA,"66926","Pinopsida",194,"Parque Estadual Serra do Papagaio, Vale do Rio Santo Angostinho, Minas Gerais, Brazil, SOUTH_AMERICA","CESJ",NA,"SOUTH_AMERICA",NA,"Brazil",73,NA,"330d773a-abe3-4234-b423-129dc4d00963","CESJ - Herbário Leopoldo Krieger","2015-05-21T00:00:00.000+0000",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-21T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1252587499","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.D. Santana","BRA:UFJF:CESJ:0000066926",NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,NA,NA,"BR",1252587499,"Plantae",6,"pt","2017-11-03T17:44:43.863+0000","2017-11-03T17:44:43.885+0000","2017-11-03T17:44:43.868+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Parque Estadual Serra do Papagaio, Vale do Rio Santo Angostinho",NA,NA,NA,NA,5,"Baependi",NA,NA,NA,NA,"BRA:UFJF:CESJ:0000066926","Pinha caida no interior da FOM Aluvial. Próxima ao curso d'água. Local sombreado e sem visível regeneração da espécie ao redor. Altitude 1650 m.s.m. Exclusiva da carpoteca.",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora (UFJF)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","303e2432-448c-41ec-be2b-020a25c7adc4","L.D. Santana; J.H.C. Ribeiro","96",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","CESJ - Herbário Leopoldo Krieger",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"21",NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"7517713","Pinopsida",194,"Brazil","Observations",NA,NA,204,"Brazil",87,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2017-08-16T10:20:18.000+0000",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-06-10T13:14:00.000+0000",NA,"19:14:00Z","Araucariaceae",3924,NA,NA,"Brazil","1640046241","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/7517713","15710419",NA,"7517713",NA,NA,NA,"iNaturalist",NA,NA,NA,"BR",1640046241,"Plantae",6,NA,"2017-11-06T20:37:29.570+0000","2017-09-20T15:20:21.198+0000","2017-09-20T15:20:21.113+0000",-22.33791,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,-43.049948,"2017-09-12T20:58:08.000+0000",6,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/7517713",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Eric Moody",NA,"https://www.inaturalist.org/observations/7517713",NA,"© Eric Moody some rights reserved","Eric Moody",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,"83168",2684940,NA,"SPECIES",NA,NA,NA,NA,NA,"2015/06/10 1:14 PM MST","Rua Julio Capua, S/N - Cuiabá, Petrópolis - RJ, 25745-690, Brazil",NA,NA,NA,2015,2017-11-13
"22",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"8154","Pinopsida",194,"Fazenda Campo de Dentro., Santa Catarina, Brazil","LUSC",NA,NA,NA,"Brazil",80,NA,"65d98c1d-a081-4b40-bc4b-81eae69a48e6","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-06-16T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1135826858","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stedille, L.I.B.","BRA:UDESC:LUSC:0000008154",NA,NA,NA,"UDESC",NA,NA,NA,"BR",1135826858,"Plantae",6,"pt","2017-10-30T14:30:22.969+0000","2017-02-16T17:59:39.888+0000","2016-07-06T13:37:41.218+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Fazenda Campo de Dentro.",NA,NA,NA,NA,6,"Otacílio Costa",NA,NA,NA,NA,"BRA:UDESC:LUSC:0000008154",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade do Estado de Santa Catarina (UDESC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d6541129-2940-44c0-baa1-ed6be2066df0","Stedille, L.I.B.","90",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"23",NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,"7517720","Pinopsida",194,"Brazil","Observations",NA,NA,61,"Brazil",87,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2017-08-16T10:20:20.000+0000",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-06-17T04:31:00.000+0000",NA,"10:31:00Z","Araucariaceae",3924,NA,NA,"Brazil","1640046244","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/7517720","15710425",NA,"7517720",NA,NA,NA,"iNaturalist",NA,NA,NA,"BR",1640046244,"Plantae",6,NA,"2017-11-06T20:37:29.564+0000","2017-10-08T15:25:53.708+0000","2017-10-08T15:25:53.671+0000",-22.503035,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,-43.173039,"2017-09-22T04:08:01.000+0000",6,NA,NA,NA,NA,NA,"https://www.inaturalist.org/observations/7517720",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Eric Moody",NA,"https://www.inaturalist.org/observations/7517720",NA,"© Eric Moody some rights reserved","Eric Moody",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,"83168",2684940,NA,"SPECIES",NA,NA,NA,NA,NA,"2015/06/17 4:31 AM MST","Estrada da Sauda, Petrópolis - RJ, Brazil",NA,NA,NA,2015,2017-11-13
"24",NA,NA,"Rs",NA,NA,"PRESERVED_SPECIMEN",NA,"182061","Pinopsida",194,"Rs, Brazil, SOUTH_AMERICA","ICN",NA,"SOUTH_AMERICA",NA,"Brazil",72,NA,"2273e40d-26c2-4959-aea2-b6abcce16d09","ICN - Herbário do Instituto de Ciências Naturais","2015-06-08T00:00:00.000+0000",8,NA,NA,NA,NA,NA,743,0,NA,NA,"2015-06-08T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1099621616","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhn, SA; Mariath, JE","BRA:UFRGS:ICN:0000182061",NA,NA,NA,"UFRGS",NA,NA,NA,"BR",1099621616,"Plantae",6,"pt","2017-11-06T18:33:33.567+0000","2017-11-06T18:34:11.064+0000","2017-11-06T18:33:33.607+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,6,"Vila Flores",NA,NA,NA,NA,"BRA:UFRGS:ICN:0000182061","Floresta Ombrófila Mista",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal do Rio Grande do Sul (UFRGS)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","04481953-6112-489f-bb8d-9703d787e3ea","Kuhn, SA",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","ICN - Herbário do Instituto de Ciências Naturais",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"25",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"8209","Pinopsida",194,"Fazenda Poço Grande., Santa Catarina, Brazil","LUSC",NA,NA,NA,"Brazil",80,NA,"65d98c1d-a081-4b40-bc4b-81eae69a48e6","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-06-16T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1135826879","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stedille, L.I.B.","BRA:UDESC:LUSC:0000008209",NA,NA,NA,"UDESC",NA,NA,NA,"BR",1135826879,"Plantae",6,"pt","2017-10-30T14:30:23.028+0000","2017-02-16T17:59:39.900+0000","2016-07-06T13:37:41.269+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Fazenda Poço Grande.",NA,NA,NA,NA,6,"Ponte Alta",NA,NA,NA,NA,"BRA:UDESC:LUSC:0000008209",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade do Estado de Santa Catarina (UDESC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d6541129-2940-44c0-baa1-ed6be2066df0","Stedille, L.I.B.",NA,NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"26",NA,NA,NA,"La Romieu [INSEE:32345]",NA,"HUMAN_OBSERVATION",NA,"2196169","Pinopsida",194,"La Bourdette, La Romieu [INSEE:32345], France","cel",NA,NA,NA,"France",43,NA,"baa86fb2-7346-4507-a34f-44e4c1bd0d57",NA,"2015-10-25T00:00:00.000+0000",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-10-25T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"France","1305370902","Araucaria","Araucaria",2684910,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alain BIGOU",NA,NA,NA,NA,"http://www.tela-botanica.org",NA,NA,NA,"FR",1305370902,"Plantae",6,NA,"2017-11-02T00:37:26.248+0000","2017-02-16T17:59:40.152+0000","2016-09-07T14:54:54.536+0000",43.97745,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","La Bourdette",NA,NA,0.49301,NA,10,NA,NA,NA,NA,NA,"urn:lsid:tela-botanica.org:cel:2196169",NA,NA,"Pinales",640,NA,NA,NA,NA,NA,NA,"Tracheophyta",7707728,NA,NA,"TAPIR","FR","b2dbd210-90c2-11df-86a3-b8a03c50a862","Alain BIGOU",NA,NA,NA,NA,NA,NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2017-11-13
"27",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"12062","Pinopsida",194,"Santa Catarina, Brazil","HURB",NA,NA,NA,"Brazil",72,NA,"a8e78a51-12b2-4ca1-8945-6d909022ef6a","HURB - Herbário do Recôncavo da Bahia",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-22T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1213523087","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.C. Scipioni","BRA:UFRB:HURB:0000012062",NA,NA,NA,"UFRB",NA,NA,NA,"BR",1213523087,"Plantae",6,"pt","2017-10-30T14:18:29.033+0000","2017-03-03T13:33:23.635+0000","2017-03-03T13:32:26.068+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,2,"Centro da cidade de Curitibanos",NA,NA,NA,NA,"BRA:UFRB:HURB:0000012062","Árvore macho abatida, madeira na xiloteca",NA,"Pinales",640,NA,NA,NA,NA,"Universidade Federal do Recôncavo da Bahia (UFRB)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","6cc5aff1-f24c-4d67-a827-a666dc680b66",NA,"110",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HURB - Herbário do Recôncavo da Bahia",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2014,2017-11-13
"28",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"8507","Pinopsida",194,"Centro da cidade de Curitibanos., Santa Catarina, Brazil","LUSC",NA,NA,NA,"Brazil",80,NA,"65d98c1d-a081-4b40-bc4b-81eae69a48e6","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-22T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1275066665","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scipioni, M.C.","BRA:UDESC:LUSC:0000008507",NA,NA,NA,"UDESC",NA,NA,NA,"BR",1275066665,"Plantae",6,"pt","2017-10-30T14:30:23.066+0000","2017-02-16T17:59:39.868+0000","2016-07-06T13:37:41.457+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Centro da cidade de Curitibanos.",NA,NA,NA,NA,2,"Curitibanos",NA,NA,NA,NA,"BRA:UDESC:LUSC:0000008507","Árvore macho abatida, madeira na xiloteca",NA,"Pinales",640,NA,NA,NA,NA,"Universidade do Estado de Santa Catarina (UDESC)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","d6541129-2940-44c0-baa1-ed6be2066df0","Santos, V. dos","110",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","LUSC - Herbário de Lages da Universidade do Estado de Santa Catarina",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2014,2017-11-13
"29",NA,NA,"Santa Catarina",NA,NA,"PRESERVED_SPECIMEN",NA,"219566","Pinopsida",194,"Centro da cidade de Curitibanos., Santa Catarina, Brazil","HUEFS",NA,NA,NA,"Brazil",73,NA,"2e684fd6-09e2-4661-910a-0a188b610c04","HUEFS - Herbario da Universidade Estadual de Feira de Santana",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-22T00:00:00.000+0000",NA,NA,"Araucariaceae",3924,NA,NA,"Brazil","1226940661","Araucaria","Araucaria",2684910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000219566",NA,NA,NA,"UEFS",NA,NA,NA,"BR",1226940661,"Plantae",6,"pt","2017-11-11T13:25:54.271+0000","2017-10-12T15:11:28.805+0000","2017-10-12T14:25:01.793+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Centro da cidade de Curitibanos.",NA,NA,NA,NA,2,"Curitibanos",NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000219566",NA,NA,"Pinales",640,NA,NA,NA,NA,"Universidade Estadual de Feira de Santana (UEFS)",NA,"Tracheophyta",7707728,NA,NA,"DWC_ARCHIVE","BR","60545be9-4f28-4245-b4b4-07635c8dfa54","Santos, V.dos","110",NA,NA,"Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License.","HUEFS - Herbario da Universidade Estadual de Feira de Santana",NA,"Araucaria angustifolia (Bertol.) Kuntze",NA,NA,"Araucaria angustifolia",2684940,"angustifolia",NA,NA,2684940,NA,"SPECIES",NA,"Collection",NA,NA,NA,NA,NA,NA,NA,NA,2014,2017-11-13
