"","lon","lat"
"404",-49.796144,-28.342281
"405",-49.796833,-28.342125
"406",-49.797428,-28.342122
"407",-49.797825,-28.342747
"408",-49.797158,-28.343086
"409",-49.797814,-28.3434
"410",-49.798164,-28.343883
"411",-49.798922,-28.344003
"412",-49.799567,-28.344172
"413",-49.799967,-28.344725
"414",-49.800394,-28.345733
"415",-49.800322,-28.346311
"416",-49.800106,-28.346842
"417",-49.799911,-28.347283
"418",-49.799344,-28.347683
"419",-49.798947,-28.348036
"420",-49.798478,-28.348156
"421",-49.666097,-28.326925
"422",-49.666108,-28.326456
"423",-49.666628,-28.326211
"424",-49.666992,-28.326564
"425",-49.669806,-28.329808
"426",-49.671147,-28.328547
"427",-49.676864,-28.334339
"428",-49.666611,-28.326994
"429",-49.676436,-28.334056
"430",-49.676058,-28.333789
"431",-49.67545,-28.334067
"432",-49.675064,-28.333506
"433",-49.674881,-28.332953
"434",-49.674225,-28.332789
"435",-49.673842,-28.332467
"436",-49.673469,-28.332131
"437",-49.67325,-28.331697
"438",-49.672886,-28.331325
"439",-49.672656,-28.330822
"440",-49.672175,-28.330853
"441",-49.671872,-28.330419
"442",-49.671497,-28.330697
"443",-49.671183,-28.330311
"444",-49.670664,-28.330114
"445",-49.670256,-28.329125
"446",-49.669719,-28.329278
"447",-49.668936,-28.32925
"448",-49.668867,-28.328653
"449",-49.667925,-28.328475
"450",-49.666986,-28.327242
"451",-49.995714,-28.822986
"452",-49.995353,-28.822578
"453",-49.994922,-28.822178
"454",-49.994678,-28.821778
"455",-49.994497,-28.821275
"456",-49.993931,-28.821
"457",-49.993372,-28.820997
"458",-49.993025,-28.821525
"459",-49.992606,-28.821233
"460",-49.992272,-28.820867
"461",-49.991997,-28.820483
"462",-49.991717,-28.820056
"463",-49.991217,-28.819764
"464",-49.992519,-28.821814
"465",-49.992133,-28.822242
"466",-49.991706,-28.822428
"467",-49.990606,-28.822194
"468",-49.990236,-28.822525
"469",-49.990281,-28.823289
"470",-49.990006,-28.823872
"471",-49.991017,-28.824228
"472",-49.991508,-28.824167
"473",-49.992078,-28.824014
"474",-49.992575,-28.823897
"475",-49.993117,-28.823744
"476",-49.993594,-28.823997
"477",-49.9938,-28.823569
"478",-49.994331,-28.823631
"479",-49.994867,-28.823753
"480",-49.995394,-28.823597
"481",-50.064044,-28.784592
"482",-50.064636,-28.784844
"483",-50.065128,-28.784911
"484",-50.065681,-28.784556
"485",-50.066464,-28.784328
"486",-50.067381,-28.784411
"487",-50.065664,-28.784019
"488",-50.065858,-28.783378
"489",-50.066014,-28.782925
"490",-50.066189,-28.782358
"491",-50.065917,-28.781892
"492",-50.066378,-28.781842
"493",-50.066694,-28.781308
"494",-50.066375,-28.780561
"495",-50.065894,-28.780353
"496",-50.065008,-28.78
"497",-50.064319,-28.779903
"498",-50.064456,-28.779272
"499",-50.063764,-28.779106
"500",-50.063725,-28.779578
"501",-50.062983,-28.780069
"502",-50.063483,-28.780253
"503",-50.064158,-28.780422
"504",-50.064719,-28.780925
"505",-50.064506,-28.781583
"506",-50.064289,-28.782025
"507",-50.064558,-28.782644
"508",-50.064956,-28.783194
"509",-50.064592,-28.783914
"510",-50.065089,-28.784408
"511",-50.077719,-29.046478
"512",-50.077078,-29.046717
"513",-50.076528,-29.046936
"514",-50.075925,-29.047194
"515",-50.075064,-29.047419
"516",-50.074392,-29.047639
"517",-50.073922,-29.047886
"518",-50.071108,-29.049644
"519",-50.070686,-29.050197
"520",-50.070258,-29.050864
"521",-50.069978,-29.051475
"522",-50.069486,-29.052214
"523",-50.073222,-29.048956
"524",-50.073894,-29.049336
"525",-50.074314,-29.049628
"526",-50.074656,-29.050056
"527",-50.074944,-29.050656
"528",-50.07495,-29.051111
"529",-50.075131,-29.051506
"530",-50.075475,-29.051911
"531",-50.075725,-29.052375
"532",-50.075583,-29.052864
"533",-50.075556,-29.053364
"534",-50.075672,-29.053822
"535",-50.075892,-29.054267
"536",-50.076236,-29.054736
"537",-50.077361,-29.055125
"538",-50.078575,-29.054608
"539",-50.079075,-29.054214
"540",-50.080203,-29.053683
"541",-50.9695,-28.548628
"542",-50.971503,-28.548514
"543",-50.969153,-28.549167
"544",-50.968328,-28.548933
"545",-50.971269,-28.548156
"546",-50.969897,-28.548494
"547",-50.972236,-28.548683
"548",-50.971036,-28.548558
"549",-50.9682,-28.547714
"550",-50.968858,-28.550017
"551",-50.971786,-28.548119
"552",-50.969719,-28.550828
"553",-50.970158,-28.549097
"554",-50.969033,-28.547689
"555",-50.96865,-28.547517
"556",-50.968897,-28.548653
"557",-50.971167,-28.5504
"558",-50.970222,-28.550972
"559",-50.968925,-28.549603
"560",-50.969611,-28.550011
"561",-50.969661,-28.548131
"562",-50.968536,-28.548125
"563",-50.969139,-28.548211
"564",-50.969714,-28.547764
"565",-50.972622,-28.549275
"566",-50.969411,-28.550444
"567",-50.968131,-28.548472
"568",-50.970689,-28.550325
"569",-50.970078,-28.550283
"570",-50.970536,-28.548547
"571",-50.763722,-28.206786
"572",-50.764297,-28.205933
"573",-50.804686,-28.222953
"574",-50.799897,-28.218406
"575",-50.765367,-28.210592
"576",-50.809242,-28.220278
"577",-50.763364,-28.208203
"578",-50.811892,-28.216686
"579",-50.796006,-28.219453
"580",-50.808803,-28.219183
"581",-50.792989,-28.219767
"582",-50.762914,-28.206833
"583",-50.764964,-28.205994
"584",-50.789225,-28.220497
"585",-50.765422,-28.206797
"586",-50.806061,-28.223961
"587",-50.764439,-28.207181
"588",-50.809236,-28.222375
"589",-50.776397,-28.213914
"590",-50.801564,-28.220319
"591",-50.80385,-28.222144
"592",-50.762742,-28.206478
"593",-50.7925,-28.2195
"594",-50.798772,-28.219625
"595",-50.807386,-28.223658
"596",-50.8019,-28.220728
"597",-50.789739,-28.220028
"598",-50.762281,-28.206581
"599",-50.762525,-28.206958
"600",-50.765683,-28.206389
"601",-50.291172,-28.045742
"602",-50.288906,-28.045933
"603",-50.288872,-28.047131
"604",-50.292578,-28.044328
"605",-50.293222,-28.044556
"606",-52.292678,-28.044875
"607",-52.291775,-28.04525
"608",-52.291725,-28.045906
"609",-52.291861,-28.046528
"610",-52.292375,-28.046522
"611",-52.293942,-28.046347
"612",-52.294389,-28.046067
"613",-52.294386,-28.0476
"614",-52.293742,-28.048531
"615",-52.293425,-28.048081
"616",-52.293292,-28.048967
"617",-52.292572,-28.048928
"618",-50.292,-28.049956
"619",-52.291717,-28.049389
"620",-52.291742,-28.048789
"621",-52.291269,-28.049633
"622",-52.291067,-28.049114
"623",-50.289342,-28.045578
"624",-50.288769,-28.046572
"625",-50.289214,-28.047467
"626",-50.289428,-28.048297
"627",-50.2899,-28.049514
"628",-50.287844,-28.047681
"629",-50.287842,-28.046919
"630",-50.287664,-28.046247
"631",-51.132444,-26.217753
"632",-51.132917,-26.217053
"633",-51.133281,-26.216725
"634",-51.132786,-26.216561
"635",-51.132214,-26.216058
"636",-51.131719,-26.216008
"637",-51.131761,-26.215417
"638",-51.132181,-26.215247
"639",-51.132447,-26.214706
"640",-51.132694,-26.215222
"641",-51.132989,-26.21545
"642",-51.133653,-26.216347
"643",-51.134544,-26.215172
"644",-51.135003,-26.215253
"645",-51.135486,-26.215203
"646",-51.135872,-26.215592
"647",-51.135822,-26.215975
"648",-51.135469,-26.215717
"649",-51.135111,-26.2155
"650",-51.134436,-26.215553
"651",-51.134333,-26.216008
"652",-51.131786,-26.214028
"653",-51.132292,-26.214264
"654",-51.132578,-26.214414
"655",-51.132683,-26.213872
"656",-51.132753,-26.213472
"657",-51.132525,-26.213181
"658",-51.132758,-26.212714
"659",-51.132894,-26.213136
"660",-51.133278,-26.213269
"661",-51.601428,-27.626361
"662",-51.601464,-27.625467
"663",-51.601194,-27.624103
"664",-51.601047,-27.623408
"665",-51.60085,-27.622794
"666",-51.600808,-27.621647
"667",-51.600928,-27.620908
"668",-51.600686,-27.61985
"669",-51.600667,-27.619461
"670",-51.600636,-27.618767
"671",-51.600597,-27.617711
"672",-51.600492,-27.617219
"673",-51.600489,-27.616753
"674",-51.600556,-27.615808
"675",-51.600542,-27.615406
"676",-51.600678,-27.614975
"677",-51.6007,-27.614322
"678",-51.600828,-27.6139
"679",-51.600867,-27.613378
"680",-51.600919,-27.612108
"681",-51.600844,-27.611506
"682",-51.601422,-27.610917
"683",-51.601772,-27.610733
"684",-51.600794,-27.610367
"685",-51.600772,-27.609758
"686",-51.599514,-27.613683
"687",-51.598083,-27.614208
"688",-51.602242,-27.627992
"689",-51.601875,-27.628336
"690",-51.601408,-27.629175
"691",-52.184239,-28.282756
"692",-52.184144,-28.283378
"693",-52.183856,-28.283742
"694",-52.183586,-28.284083
"695",-52.1832,-28.284547
"696",-52.183447,-28.285758
"697",-52.184153,-28.286061
"698",-52.184628,-28.286542
"699",-52.186783,-28.288342
"700",-52.187206,-28.288486
"701",-52.187761,-28.288806
"702",-52.188214,-28.289919
"703",-52.188078,-28.290411
"704",-52.187853,-28.290847
"705",-52.1871,-28.291572
"706",-52.188675,-28.29015
"707",-52.189739,-28.290736
"708",-52.190758,-28.292475
"709",-52.190975,-28.29285
"710",-52.191,-28.293403
"711",-52.190983,-28.29385
"712",-52.189928,-28.294
"713",-52.191272,-28.292658
"714",-52.191697,-28.293008
"715",-52.192625,-28.293644
"716",-52.192464,-28.294053
"717",-52.192372,-28.294317
"718",-52.191942,-28.294389
"719",-52.191583,-28.294714
"720",-52.191411,-28.295053
"721",-50.989064,-26.818839
"722",-50.988247,-26.818953
"723",-50.988508,-26.819456
"724",-50.988611,-26.819939
"725",-50.988636,-26.820503
"726",-50.988592,-26.820964
"727",-50.988375,-26.821422
"728",-50.987972,-26.821792
"729",-50.98795,-26.822308
"730",-50.988325,-26.822753
"731",-50.988528,-26.823219
"732",-50.988428,-26.823686
"733",-50.987986,-26.823222
"734",-50.987472,-26.823125
"735",-50.987019,-26.822697
"736",-50.986733,-26.822217
"737",-50.986117,-26.821778
"738",-50.98605,-26.822378
"739",-50.986083,-26.823011
"740",-50.986347,-26.823467
"741",-50.986542,-26.824128
"742",-50.986872,-26.823314
"743",-50.987464,-26.822558
"744",-50.987492,-26.821917
"745",-50.987267,-26.821572
"746",-50.987633,-26.821297
"747",-50.987631,-26.820797
"748",-50.987281,-26.820169
"749",-50.987647,-26.819789
"750",-50.987917,-26.819372
"751",-52.898153,-25.431711
"752",-52.897483,-25.431722
"753",-52.896947,-25.431811
"754",-52.894561,-25.432047
"755",-52.891075,-25.42965
"756",-52.89105,-25.429022
"757",-52.891292,-25.428558
"758",-52.892067,-25.428014
"759",-52.890986,-25.431483
"760",-52.892344,-25.427933
"761",-52.892278,-25.428514
"762",-52.892453,-25.428333
"763",-52.892308,-25.427431
"764",-52.889908,-25.432222
"765",-52.889967,-25.432547
"766",-52.890244,-25.432939
"767",-52.890717,-25.432717
"768",-52.891231,-25.432747
"769",-52.891753,-25.432656
"770",-52.892561,-25.432617
"771",-52.893197,-25.432528
"772",-52.893653,-25.433114
"773",-52.893222,-25.433369
"774",-52.892844,-25.433683
"775",-52.892464,-25.434078
"776",-52.889408,-25.433025
"777",-52.888458,-25.433117
"778",-52.8879,-25.433192
"779",-52.887294,-25.433286
"780",-52.889272,-25.431464
"781",-53.283061,-26.305292
"782",-53.2832,-26.305972
"783",-53.283342,-26.306533
"784",-53.283433,-26.3073
"785",-53.284031,-26.307586
"786",-53.284922,-26.307828
"787",-53.285758,-26.307792
"788",-53.286258,-26.308056
"789",-53.286531,-26.308694
"790",-53.286892,-26.3093
"791",-53.286989,-26.310031
"792",-53.287358,-26.310419
"793",-53.2877,-26.310828
"794",-53.288242,-26.311478
"795",-53.288525,-26.311842
"796",-53.288994,-26.312283
"797",-53.289442,-26.312742
"798",-53.289733,-26.313331
"799",-53.289983,-26.313717
"800",-53.290328,-26.314375
"801",-53.290108,-26.314889
"802",-53.289958,-26.315364
"803",-53.289533,-26.3157
"804",-53.290856,-26.314492
"805",-53.287475,-26.308292
"806",-53.287953,-26.307933
"807",-53.288322,-26.307339
"808",-53.288742,-26.306861
"809",-53.288389,-26.306519
"810",-53.287733,-26.306375
"811",-52.609642,-27.172525
"812",-52.609544,-27.171997
"813",-52.609469,-27.17155
"814",-52.609742,-27.171167
"815",-52.609625,-27.170831
"816",-52.609933,-27.170486
"817",-52.610283,-27.170822
"818",-52.610383,-27.171369
"819",-52.610033,-27.171711
"820",-52.610278,-27.172283
"821",-52.610464,-27.171978
"822",-52.610856,-27.171386
"823",-52.610581,-27.172683
"824",-52.610997,-27.172872
"825",-52.611103,-27.172194
"826",-52.611203,-27.171414
"827",-52.611492,-27.171797
"828",-52.611622,-27.172294
"829",-52.611611,-27.172794
"830",-52.611869,-27.173233
"831",-52.612439,-27.173272
"832",-52.612539,-27.172864
"833",-52.6123,-27.173728
"834",-52.613419,-27.173403
"835",-52.613286,-27.173839
"836",-52.614033,-27.173731
"837",-52.611311,-27.173439
"838",-52.609014,-27.171364
"839",-52.608686,-27.171892
"840",-52.608961,-27.172422
"841",-52.817547,-27.913206
"842",-52.8179,-27.912753
"843",-52.818592,-27.912267
"844",-52.819033,-27.912008
"845",-52.819642,-27.911775
"846",-52.820467,-27.911517
"847",-52.820622,-27.911117
"848",-52.820814,-27.910722
"849",-52.820772,-27.910306
"850",-52.821081,-27.909728
"851",-52.821017,-27.909014
"852",-52.820756,-27.908461
"853",-52.821,-27.90815
"854",-52.821247,-27.907833
"855",-52.821172,-27.9074
"856",-52.820803,-27.907044
"857",-52.820592,-27.906694
"858",-52.820469,-27.906303
"859",-52.820222,-27.905917
"860",-52.820197,-27.905197
"861",-52.820281,-27.904561
"862",-52.820306,-27.904144
"863",-52.820786,-27.903836
"864",-52.821078,-27.903467
"865",-52.821242,-27.902742
"866",-52.821292,-27.902244
"867",-52.821375,-27.901686
"868",-52.821444,-27.901253
"869",-52.821878,-27.900831
"870",-52.821961,-27.900467
"871",-50.551666,-28.348055
"872",-49.653611,-25.468889
"873",-44.8075,-22.372778
"874",-44.8075,-22.372778
"875",-47.432486,-21.978169
"876",-49.185,-27.100556
"877",-50.383331,-29.383331
"878",-50.630833,-25.465556
"879",-51.166667,-28.216667
"880",-42.989542,-22.450475
"881",-52.181944,-28.313056
"882",-50.078858,-29.15805
"883",-50.079564,-29.157783
"884",-50.08015,-29.157731
"885",-50.080881,-29.157725
"886",-50.081361,-29.158061
"887",-50.081592,-29.158417
"888",-50.081794,-29.158994
"889",-50.081992,-29.159586
"890",-50.082297,-29.16
"891",-50.083103,-29.160206
"892",-50.083842,-29.160303
"893",-50.084989,-29.160672
"894",-50.085586,-29.160889
"895",-50.086617,-29.161047
"896",-50.087475,-29.161183
"897",-50.088089,-29.161328
"898",-50.089111,-29.161417
"899",-50.089733,-29.161089
"900",-50.090369,-29.160972
"901",-50.091006,-29.160833
"902",-50.0916,-29.160953
"903",-50.091881,-29.161703
"904",-50.092561,-29.161747
"905",-50.093228,-29.162353
"906",-50.094158,-29.162369
"907",-50.095031,-29.163411
"908",-50.095675,-29.163819
"909",-50.097581,-29.164678
"910",-50.079708,-29.158467
"911",-50.069581,-29.158231
"912",-44.938888,-22.420555
"913",-46.039722,-22.868333
"914",-45.105833,-22.458333
"915",-44.938888,-22.420555
"916",-43.921944,-21.714722
"917",-44.738888,-22.237222
"918",-46.662777,-22.686666
"919",-53.324097,-27.947247
"920",-50.389722,-29.406692
"921",-50.389,-29.408728
"922",-44.808889,-22.365278
